ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Floor_Ratio,School_Density_Score,Infra_Score,Amenity_Score,RERA_Ready,Future_Price_5Y,Good_Investment,State_enc,City_enc,Locality_enc,Property_Type_enc,Furnished_Status_enc,Facing_enc,Owner_Type_enc,Availability_Status_enc,Security_enc,Amenities_enc
102,Maharashtra,Mumbai,HSR Layout,House,2,797,159.32,19989.96,1995,Unfurnished,2.0,8,29,5.0,3,5,3,Guard,All,North,Individual,Under Construction,0.2222222222222222,74.0,4.4,5,0,285.83,0,3,13,5,1,2,1,2,2,2,0
103,West Bengal,Howrah,Gachibowli,House,2,986,61.54,6241.38,1991,Semi-Furnished,1.0,4,33,1.0,5,4,1,Gated,Gym+Pool,North,Builder,Available,0.2,50.0,3.4000000000000004,4,1,105.58,1,7,5,3,1,1,1,1,0,1,3
104,Rajasthan,Jodhpur,Koramangala,Villa,4,1721,85.81,4986.05,1992,Unfurnished,2.0,11,32,5.0,0,5,1,Gated,Gym+Pool,South,Builder,Available,0.16666666666666666,50.0,3.5,4,1,147.88,1,4,9,9,4,2,3,1,0,1,3
105,Delhi,New Delhi,Kondapur,Villa,3,1392,119.58,8590.52,2012,Unfurnished,18.0,21,12,4.0,2,2,1,,Gym,South-West,Agent,Available,0.8181818181818182,56.0,2.6,2,1,197.89,1,0,16,8,4,2,4,0,0,3,2
106,Rajasthan,Udaipur,Powai,Apartment,2,781,47.47,6078.1,1996,Fully Furnished,15.0,16,28,5.0,3,7,3,,All,West,Individual,Under Construction,0.8823529411764706,74.0,5.200000000000001,5,0,88.24,1,4,21,10,0,0,5,2,2,3,0
107,Rajasthan,Jodhpur,Kondapur,House,3,1159,92.34,7967.21,2011,Unfurnished,13.0,20,13,4.0,4,6,0,CCTV,All,South,Individual,Available,0.6190476190476191,72.0,4.800000000000001,5,1,168.63,1,4,9,8,1,2,3,2,0,0,0
108,Karnataka,Hubli,Electronic City,Apartment,3,1551,96.93,6249.52,2015,Unfurnished,17.0,22,9,4.0,1,5,0,Guard,All,North,Individual,Available,0.7391304347826086,48.0,3.5,5,1,167.04,1,2,6,2,0,2,1,2,0,2,0
109,Delhi,Rohini,Salt Lake,Apartment,2,1075,81.12,7546.05,2018,Unfurnished,19.0,25,6,9.0,4,1,0,,All,North,Agent,Under Construction,0.7307692307692307,122.0,4.3,5,0,144.89,1,0,18,11,0,2,1,0,2,3,0
110,Maharashtra,Pune,Banjara Hills,Apartment,4,1670,147.65,8841.32,1997,Semi-Furnished,21.0,29,27,0.0,6,1,3,Gated,All,North-East,Individual,Under Construction,0.7,48.0,2.1999999999999997,5,0,239.96,1,3,17,1,0,1,2,2,2,1,0
111,West Bengal,Kolkata,Jubilee Hills,Apartment,3,1229,73.99,6020.34,2000,Semi-Furnished,19.0,22,24,6.0,2,3,2,,Pool,North-East,Builder,Under Construction,0.8260869565217391,76.0,3.6,3,0,128.08,1,7,11,7,0,1,2,1,2,3,4
112,Gujarat,Vadodara,Indiranagar,Penthouse,4,1994,108.41,5436.81,1998,Unfurnished,1.0,3,26,2.0,0,4,1,CCTV,Pool,North,Builder,Available,0.25,20.0,2.2,3,1,176.19,1,1,22,6,2,2,1,1,0,0,4
113,Karnataka,Bangalore,Whitefield,Apartment,5,2468,415.06,16817.67,2000,Semi-Furnished,9.0,10,24,7.0,1,7,0,CCTV,All,East,Builder,Available,0.8181818181818182,78.0,5.2,5,1,771.51,1,2,1,14,0,1,0,1,0,0,0
114,Delhi,Dwarka,Whitefield,Apartment,2,1169,129.04,11038.49,2010,Unfurnished,2.0,9,14,6.0,0,9,2,CCTV,All,North-East,Individual,Sold,0.2,60.0,5.4,5,0,241.99,0,0,4,14,0,2,2,2,1,0,0
115,Rajasthan,Udaipur,Indiranagar,Apartment,2,775,62.67,8086.45,2002,Fully Furnished,17.0,19,22,4.0,6,4,2,CCTV,Clubhouse,East,Individual,Available,0.85,88.0,4.6,2,1,113.44,1,4,21,6,0,0,0,2,0,0,1
116,Telangana,Hyderabad,Koramangala,Villa,2,1036,141.45,13653.47,2014,Fully Furnished,4.0,12,10,5.0,1,8,0,,Pool,East,Agent,Available,0.3076923076923077,58.0,5.0,3,1,260.61,1,6,7,9,4,0,0,0,0,3,4
117,Karnataka,Hubli,Powai,Villa,3,1170,76.29,6520.51,2002,Fully Furnished,8.0,12,22,3.0,5,6,3,,Clubhouse,South-West,Builder,Under Construction,0.6153846153846154,70.0,4.800000000000001,2,0,139.32,1,2,6,10,4,0,4,1,2,3,1
118,West Bengal,Siliguri,Kondapur,Apartment,4,1866,223.34,11968.92,1993,Semi-Furnished,12.0,18,31,3.0,1,8,1,Guard,All,North-East,Builder,Available,0.631578947368421,38.0,4.3999999999999995,5,1,400.68,1,7,19,8,0,1,2,1,0,2,0
119,Karnataka,Mysore,Gachibowli,Apartment,4,1827,138.64,7588.4,2003,Semi-Furnished,2.0,10,21,4.0,7,7,3,Guard,Gym+Pool,South-West,Builder,Under Construction,0.18181818181818182,96.0,6.1,4,0,268.11,1,2,14,3,0,1,4,1,2,2,3
120,Delhi,Rohini,Koramangala,Villa,2,774,72.84,9410.85,2001,Semi-Furnished,5.0,10,23,3.0,7,3,3,CCTV,Gym+Pool,South-West,Individual,Available,0.45454545454545453,86.0,4.2,4,1,129.52,0,0,18,9,4,1,4,2,0,0,3
121,Maharashtra,Nagpur,Indiranagar,House,5,2278,161.3,7080.77,1993,Semi-Furnished,19.0,25,31,6.0,0,5,0,Gated,All,South,Individual,Available,0.7307692307692307,60.0,3.8,5,1,281.74,1,3,15,6,1,1,3,2,0,1,0
122,Gujarat,Surat,Thane,House,4,1886,191.47,10152.17,2008,Semi-Furnished,9.0,12,16,9.0,2,5,0,Gated,Gym+Pool,West,Agent,Available,0.6923076923076923,106.0,5.299999999999999,4,1,357.48,1,1,20,13,1,1,5,0,0,1,3
123,Gujarat,Surat,Whitefield,Apartment,4,1814,64.57,3559.54,2020,Unfurnished,19.0,27,4,8.0,3,5,1,Guard,Gym+Pool,South,Individual,Available,0.6785714285714286,104.0,5.300000000000001,4,1,120.55,1,1,20,14,0,2,3,2,0,2,3
124,Gujarat,Surat,Gomti Nagar,Apartment,4,1821,105.24,5779.24,1998,Fully Furnished,12.0,16,26,7.0,2,4,1,Guard,All,North,Individual,Available,0.7058823529411765,86.0,4.3,5,1,187.97,1,1,20,4,0,0,1,2,0,2,0
125,Rajasthan,Udaipur,Banjara Hills,House,3,1523,155.28,10195.67,2003,Semi-Furnished,24.0,29,21,9.0,4,2,0,Guard,Gym,South,Individual,Available,0.8,122.0,4.7,2,1,282.32,1,4,21,1,1,1,3,2,0,2,2
126,Telangana,Hyderabad,Thane,Apartment,2,843,65.07,7718.86,1996,Unfurnished,21.0,28,28,0.0,0,8,0,CCTV,Gym,West,Builder,Available,0.7241379310344828,0.0,3.2,2,1,110.64,1,6,7,13,0,2,5,1,0,0,2
127,Maharashtra,Pune,Gomti Nagar,Apartment,4,1635,159.22,9738.23,1999,Semi-Furnished,1.0,4,25,6.0,5,8,2,Guard,Gym,West,Individual,Sold,0.2,100.0,6.5,2,0,313.35,0,3,17,4,0,1,5,2,1,2,2
128,West Bengal,Siliguri,Salt Lake,Apartment,2,867,86.11,9931.95,2011,Fully Furnished,14.0,22,13,7.0,4,6,3,,Pool,East,Agent,Under Construction,0.6086956521739131,102.0,5.7,3,0,163.63,0,7,19,11,0,0,0,0,2,3,4
129,Maharashtra,Nagpur,Banjara Hills,Apartment,3,1362,105.3,7731.28,1995,Fully Furnished,6.0,10,29,6.0,0,2,2,,Gym+Pool,East,Individual,Available,0.5454545454545454,60.0,2.5999999999999996,4,1,174.26,1,3,15,1,0,0,0,2,0,3,3
130,Delhi,New Delhi,Whitefield,Apartment,2,1032,129.3,12529.07,2007,Semi-Furnished,12.0,13,17,5.0,3,2,2,,All,North-East,Agent,Available,0.8571428571428571,74.0,3.1999999999999997,5,1,219.85,0,0,16,14,0,1,2,0,0,3,0
131,Maharashtra,Mumbai,Satellite,Apartment,4,1656,192.82,11643.72,2008,Semi-Furnished,8.0,15,16,0.0,6,7,0,CCTV,Clubhouse,North-East,Individual,Sold,0.5,48.0,4.6,2,0,349.01,1,3,13,12,0,1,2,2,1,0,1
132,Rajasthan,Udaipur,Salt Lake,Villa,3,1413,135.85,9614.3,2015,Unfurnished,4.0,7,9,8.0,3,6,1,Guard,Gym+Pool,West,Individual,Available,0.5,104.0,5.700000000000001,4,1,258.14,1,4,21,11,4,2,5,2,0,2,3
133,Delhi,New Delhi,Salt Lake,Apartment,4,1810,136.92,7564.64,2015,Fully Furnished,0.0,5,9,5.0,3,2,0,,All,South,Builder,Under Construction,0.0,74.0,3.1999999999999997,5,0,232.8,1,0,16,11,0,0,3,1,2,3,0
134,Maharashtra,Mumbai,Indiranagar,Apartment,5,2406,291.57,12118.45,2005,Semi-Furnished,1.0,3,19,2.0,7,8,3,,Clubhouse,West,Agent,Available,0.25,76.0,5.9,2,1,558.94,1,3,13,6,0,1,5,0,0,3,1
135,Delhi,Dwarka,Powai,Apartment,2,1118,125.0,11180.68,2006,Fully Furnished,6.0,15,18,2.0,3,2,2,CCTV,All,East,Individual,Available,0.375,44.0,2.3,5,1,204.07,0,0,4,10,0,0,0,2,0,0,0
136,Gujarat,Surat,Whitefield,Apartment,2,822,57.61,7008.52,2003,Fully Furnished,19.0,20,21,8.0,7,8,1,Guard,Clubhouse,South-West,Agent,Available,0.9047619047619048,136.0,7.699999999999999,2,1,119.44,0,1,20,14,0,0,4,0,0,2,1
137,Karnataka,Hubli,Powai,House,5,2400,212.16,8840.0,2008,Unfurnished,12.0,18,16,7.0,5,5,0,,Gym+Pool,North,Individual,Available,0.631578947368421,110.0,5.6,4,1,401.38,1,2,6,10,1,2,1,2,0,3,3
138,Maharashtra,Pune,HSR Layout,Apartment,2,1208,138.33,11451.16,1993,Fully Furnished,7.0,9,31,8.0,4,6,0,,Clubhouse,North-East,Agent,Available,0.7,112.0,6.000000000000001,2,1,266.34,0,3,17,5,0,0,2,0,0,3,1
139,Tamil Nadu,Coimbatore,Banjara Hills,Villa,3,1228,93.96,7651.47,1998,Fully Furnished,8.0,12,26,2.0,0,2,3,CCTV,Gym+Pool,North-East,Builder,Available,0.6153846153846154,20.0,1.4,4,1,147.24,1,5,3,1,4,0,2,1,0,0,3
140,Gujarat,Vadodara,Kondapur,Villa,4,1692,122.99,7268.91,2010,Semi-Furnished,18.0,24,14,3.0,0,3,3,Gated,Clubhouse,West,Individual,Available,0.72,30.0,2.1,2,1,198.98,1,1,22,8,4,1,5,2,0,1,1
141,Gujarat,Surat,Jubilee Hills,Villa,3,1693,69.46,4102.78,2014,Unfurnished,17.0,18,10,5.0,1,8,2,Guard,All,North,Builder,Available,0.8947368421052632,58.0,5.0,5,1,127.98,1,1,20,7,4,2,1,1,0,2,0
142,Tamil Nadu,Chennai,Whitefield,Apartment,3,1366,48.56,3554.9,1997,Semi-Furnished,10.0,14,27,0.0,1,7,0,Gated,Gym,South-West,Individual,Available,0.6666666666666666,8.0,3.1,2,1,82.2,1,5,2,14,0,1,4,2,0,1,2
143,West Bengal,Kolkata,Koramangala,Villa,2,915,100.02,10931.15,2002,Fully Furnished,10.0,13,22,0.0,7,3,3,,Gym,North-East,Builder,Under Construction,0.7142857142857143,56.0,3.3000000000000003,2,0,170.83,0,7,11,9,4,0,2,1,2,3,2
144,Telangana,Warangal,Satellite,Studio,3,1025,111.05,10834.15,2012,Unfurnished,12.0,19,12,0.0,6,4,1,CCTV,All,West,Individual,Available,0.6,48.0,3.4,5,1,190.52,1,6,23,12,3,2,5,2,0,0,0
145,Tamil Nadu,Madurai,Indiranagar,Villa,4,1548,152.85,9874.03,1991,Fully Furnished,8.0,10,33,2.0,2,2,2,CCTV,Clubhouse,North,Individual,Available,0.7272727272727273,36.0,2.0,2,1,246.17,0,5,12,6,4,0,1,2,0,0,1
146,Telangana,Warangal,Thane,Apartment,3,1215,57.2,4707.82,2006,Fully Furnished,12.0,11,18,0.0,6,5,0,,All,North,Builder,Under Construction,1.0,48.0,3.8,5,0,99.91,1,6,23,13,0,0,1,1,2,3,0
147,Gujarat,Vadodara,Banjara Hills,Apartment,1,617,52.55,8517.02,2021,Fully Furnished,2.0,5,3,8.0,6,7,3,,Gym,South,Individual,Available,0.3333333333333333,128.0,7.0,2,1,105.7,0,1,22,1,0,0,3,2,0,3,2
148,West Bengal,Siliguri,Banjara Hills,Apartment,3,1369,64.51,4712.2,1990,Unfurnished,0.0,4,34,2.0,4,2,3,CCTV,All,East,Builder,Available,0.0,52.0,2.5999999999999996,5,1,106.76,1,7,19,1,0,2,0,1,0,0,0
149,West Bengal,Howrah,Whitefield,Villa,3,1354,63.02,4654.36,2015,Fully Furnished,13.0,19,9,9.0,2,2,1,Gated,All,North-East,Individual,Sold,0.65,106.0,4.1,5,0,111.56,1,7,5,14,4,0,2,2,1,1,0
150,Karnataka,Bangalore,Andheri,Penthouse,3,1412,266.37,18864.73,2002,Fully Furnished,14.0,18,22,0.0,4,6,3,CCTV,All,North,Builder,Available,0.7368421052631579,32.0,3.6000000000000005,5,1,461.11,1,2,1,0,2,0,1,1,0,0,0
151,Tamil Nadu,Madurai,Andheri,Apartment,4,1670,130.48,7813.17,2010,Semi-Furnished,11.0,18,14,3.0,2,1,3,Guard,Gym+Pool,North-East,Builder,Under Construction,0.5789473684210527,46.0,1.9,4,0,209.19,0,5,12,0,0,1,2,1,2,2,3
152,Tamil Nadu,Chennai,Koramangala,House,2,983,76.28,7759.92,2008,Fully Furnished,4.0,11,16,4.0,7,5,0,Gated,Pool,South-West,Individual,Sold,0.3333333333333333,96.0,5.300000000000001,3,0,142.42,1,5,2,9,1,0,4,2,1,1,4
153,Tamil Nadu,Coimbatore,Thane,Apartment,1,499,19.91,3989.98,2009,Fully Furnished,8.0,14,15,5.0,2,3,1,Guard,Pool,West,Agent,Available,0.5333333333333333,66.0,3.3000000000000003,3,1,34.01,1,5,3,13,0,0,5,0,0,2,4
154,Delhi,Dwarka,HSR Layout,Apartment,4,2044,138.7,6785.71,2000,Fully Furnished,24.0,27,24,1.0,0,3,0,Guard,Gym+Pool,South,Builder,Under Construction,0.8571428571428571,10.0,1.5000000000000002,4,0,218.35,1,0,4,5,0,0,3,1,2,2,3
155,Rajasthan,Jaipur,Andheri,Apartment,2,870,93.08,10698.85,2021,Fully Furnished,7.0,10,3,5.0,2,5,0,,All,North-East,Agent,Available,0.6363636363636364,66.0,4.1,5,1,164.77,0,4,8,0,0,0,2,0,0,3,0
156,Telangana,Warangal,HSR Layout,Penthouse,3,1520,134.92,8876.32,2010,Semi-Furnished,15.0,17,14,8.0,7,3,3,,Pool,South-West,Individual,Sold,0.8333333333333334,136.0,5.7,3,0,256.38,1,6,23,5,2,1,4,2,1,3,4
157,Maharashtra,Nagpur,Gachibowli,Apartment,3,1427,67.27,4714.09,1997,Unfurnished,12.0,13,27,0.0,3,3,1,,All,North,Builder,Available,0.8571428571428571,24.0,2.1,5,1,108.83,1,3,15,3,0,2,1,1,0,3,0
158,Rajasthan,Jodhpur,HSR Layout,Apartment,2,1007,104.43,10370.41,2021,Unfurnished,1.0,4,3,5.0,7,2,3,,Pool,South,Agent,Under Construction,0.2,106.0,4.4,3,0,187.35,0,4,9,5,0,2,3,0,2,3,4
159,Karnataka,Mysore,Thane,House,2,858,51.36,5986.01,2016,Semi-Furnished,21.0,28,8,4.0,6,1,0,Guard,Gym,North-East,Individual,Available,0.7241379310344828,88.0,3.4,2,1,88.12,1,2,14,13,1,1,2,2,0,2,2
160,Maharashtra,Pune,Kondapur,Penthouse,3,1504,129.43,8605.72,1997,Semi-Furnished,21.0,25,27,3.0,7,2,1,CCTV,All,South-West,Agent,Under Construction,0.8076923076923077,86.0,3.8,5,0,226.07,1,3,17,8,2,1,4,0,2,0,0
161,Rajasthan,Jaipur,HSR Layout,House,2,624,28.94,4637.82,2000,Fully Furnished,8.0,9,24,8.0,6,1,1,Guard,Pool,South,Individual,Under Construction,0.8,128.0,4.6,3,0,52.38,1,4,8,5,1,0,3,2,2,2,4
162,West Bengal,Kolkata,Gomti Nagar,Apartment,3,1345,83.23,6188.1,2000,Semi-Furnished,24.0,25,24,2.0,0,2,3,Gated,All,South,Agent,Available,0.9230769230769231,20.0,1.4,5,1,130.43,1,7,11,4,0,1,3,0,0,1,0
163,West Bengal,Siliguri,Salt Lake,Apartment,1,560,59.79,10676.79,1999,Unfurnished,14.0,21,25,4.0,4,5,0,CCTV,Gym,East,Agent,Under Construction,0.6363636363636364,72.0,4.4,2,0,107.27,0,7,19,11,0,2,0,0,2,0,2
164,Telangana,Karimnagar,Andheri,Villa,1,466,30.57,6560.09,2017,Unfurnished,8.0,11,7,1.0,7,3,3,,Pool,North,Individual,Under Construction,0.6666666666666666,66.0,3.6000000000000005,3,0,52.92,1,6,10,0,4,2,1,2,2,3,4
165,West Bengal,Kolkata,Powai,Penthouse,3,1522,150.82,9909.33,1998,Semi-Furnished,23.0,31,26,6.0,3,2,2,CCTV,All,West,Individual,Under Construction,0.71875,84.0,3.4999999999999996,5,0,259.92,0,7,11,10,2,1,5,2,2,0,0
166,Maharashtra,Mumbai,Indiranagar,Apartment,3,1435,254.75,17752.61,1999,Fully Furnished,13.0,18,25,5.0,7,2,1,Guard,All,South-West,Builder,Available,0.6842105263157895,106.0,4.4,5,1,457.03,1,3,13,6,0,0,4,1,0,2,0
167,Maharashtra,Pune,Whitefield,Apartment,3,1353,137.0,10125.65,2017,Unfurnished,15.0,16,7,7.0,3,6,0,Guard,All,South-West,Individual,Available,0.8823529411764706,94.0,5.4,5,1,256.91,1,3,17,14,0,2,4,2,0,2,0
168,Maharashtra,Mumbai,Satellite,Villa,2,982,85.06,8661.91,2002,Semi-Furnished,6.0,10,22,2.0,0,8,0,Guard,All,North-East,Individual,Available,0.5454545454545454,20.0,3.8000000000000003,5,1,148.57,1,3,13,12,4,1,2,2,0,2,0
169,Maharashtra,Mumbai,Banjara Hills,Villa,3,1375,208.54,15166.55,1994,Unfurnished,23.0,27,30,1.0,2,6,0,CCTV,Gym,South,Individual,Available,0.8214285714285714,26.0,3.3000000000000003,2,1,356.18,0,3,13,1,4,2,3,2,0,0,2
170,Karnataka,Hubli,Thane,Apartment,5,2183,174.24,7981.68,1993,Unfurnished,14.0,15,31,0.0,6,4,1,CCTV,Pool,West,Builder,Available,0.875,48.0,3.4,3,1,298.93,1,2,6,13,0,2,5,1,0,0,4
171,Karnataka,Bangalore,Banjara Hills,Apartment,3,1186,216.07,18218.38,2004,Semi-Furnished,12.0,25,20,5.0,5,6,1,Guard,All,South,Individual,Available,0.46153846153846156,90.0,5.4,5,1,405.19,1,2,1,1,0,1,3,2,0,2,0
172,Gujarat,Ahmedabad,Jubilee Hills,Apartment,1,426,58.84,13812.21,2002,Semi-Furnished,17.0,23,22,8.0,7,4,2,Guard,All,East,Agent,Under Construction,0.7083333333333334,136.0,6.1,5,0,113.79,0,1,0,7,0,1,0,0,2,2,0
173,Maharashtra,Pune,Andheri,Apartment,2,980,77.26,7883.67,2005,Fully Furnished,1.0,3,19,6.0,7,8,1,Guard,Gym+Pool,South-West,Builder,Under Construction,0.25,116.0,7.1,4,0,156.07,1,3,17,0,0,0,4,1,2,2,3
174,West Bengal,Howrah,Gomti Nagar,Penthouse,3,1463,155.09,10600.82,2017,Semi-Furnished,9.0,14,7,7.0,1,8,1,Gated,Clubhouse,East,Individual,Available,0.6,78.0,5.6000000000000005,2,1,293.41,1,7,5,4,2,1,0,2,0,1,1
175,Delhi,New Delhi,Thane,Apartment,2,1011,159.67,15793.27,2018,Unfurnished,6.0,7,6,2.0,3,4,0,CCTV,Gym,East,Agent,Under Construction,0.75,44.0,3.1,2,0,270.27,0,0,16,13,0,2,0,0,2,0,2
176,Karnataka,Bangalore,Whitefield,Apartment,3,1322,160.25,12121.79,1990,Unfurnished,12.0,16,34,3.0,6,9,0,Gated,Gym,North,Individual,Sold,0.7058823529411765,78.0,6.3,2,0,312.63,1,2,1,14,0,2,1,2,1,1,2
177,Telangana,Hyderabad,HSR Layout,Villa,3,1488,106.46,7154.57,1996,Semi-Furnished,7.0,12,28,4.0,5,4,2,Gated,Clubhouse,South,Individual,Under Construction,0.5384615384615384,80.0,4.3,2,0,190.15,1,6,7,5,4,1,3,2,2,1,1
178,West Bengal,Siliguri,Gachibowli,Apartment,1,378,15.45,4087.3,2004,Fully Furnished,2.0,7,20,0.0,2,8,2,,Pool,North-East,Builder,Under Construction,0.25,16.0,3.8000000000000003,3,0,26.99,1,7,19,3,0,0,2,1,2,3,4
179,Delhi,Rohini,Banjara Hills,Penthouse,3,1264,48.28,3819.62,1995,Semi-Furnished,4.0,13,29,9.0,7,7,2,CCTV,Gym+Pool,North-East,Builder,Sold,0.2857142857142857,146.0,7.6,4,0,99.67,1,0,18,1,2,1,2,1,1,0,3
180,Delhi,Dwarka,Andheri,House,3,1100,117.83,10711.82,2012,Unfurnished,17.0,22,12,8.0,7,3,1,,All,East,Agent,Available,0.7391304347826086,136.0,5.7,5,1,223.9,1,0,4,0,1,2,0,0,0,3,0
181,Telangana,Warangal,Salt Lake,Apartment,2,1124,41.31,3675.27,1998,Unfurnished,16.0,22,26,8.0,0,4,3,Gated,Gym,North,Individual,Under Construction,0.6956521739130435,80.0,4.0,2,0,72.8,0,6,23,11,0,2,1,2,2,1,2
182,Rajasthan,Jaipur,Andheri,Apartment,5,2174,229.0,10533.58,2004,Fully Furnished,6.0,12,20,0.0,6,7,1,Gated,All,South-West,Individual,Available,0.46153846153846156,48.0,4.6,5,1,414.5,1,4,8,0,0,0,4,2,0,1,0
183,Maharashtra,Mumbai,Gomti Nagar,Apartment,5,2315,354.3,15304.54,1990,Semi-Furnished,16.0,19,34,9.0,6,4,3,,Clubhouse,West,Individual,Available,0.8,138.0,6.1,2,1,685.17,1,3,13,4,0,1,5,2,0,3,1
184,West Bengal,Howrah,Electronic City,Villa,4,1916,82.94,4328.81,2013,Unfurnished,18.0,24,11,8.0,0,1,3,,All,West,Individual,Available,0.72,80.0,2.8,5,1,138.5,1,7,5,2,4,2,5,2,0,3,0
185,West Bengal,Howrah,Andheri,Studio,2,928,85.89,9255.39,2012,Semi-Furnished,1.0,9,12,5.0,2,9,0,,Clubhouse,South-West,Builder,Under Construction,0.1,66.0,5.699999999999999,2,0,163.21,0,7,5,0,3,1,4,1,2,3,1
186,Tamil Nadu,Coimbatore,Whitefield,House,1,484,39.52,8165.29,2000,Fully Furnished,4.0,5,24,5.0,0,5,0,CCTV,Pool,North-East,Individual,Under Construction,0.6666666666666666,50.0,3.5,3,0,68.11,0,5,3,14,1,0,2,2,2,0,4
187,West Bengal,Kolkata,Andheri,House,1,374,44.31,11847.59,2009,Fully Furnished,21.0,28,15,6.0,5,7,2,CCTV,Pool,North-East,Individual,Available,0.7241379310344828,100.0,6.1,3,1,85.69,1,7,11,0,1,0,2,2,0,0,4
188,Maharashtra,Mumbai,Jubilee Hills,Apartment,3,1162,104.24,8970.74,1994,Unfurnished,8.0,13,30,1.0,1,4,0,CCTV,Pool,North,Individual,Available,0.5714285714285714,18.0,2.2,3,1,169.41,1,3,13,7,0,2,1,2,0,0,4
189,Maharashtra,Nagpur,Banjara Hills,Apartment,3,1363,56.62,4154.07,2018,Semi-Furnished,14.0,20,6,3.0,2,9,1,CCTV,All,East,Builder,Under Construction,0.6666666666666666,46.0,5.1,5,0,104.78,1,3,15,1,0,1,0,1,2,0,0
190,Karnataka,Mysore,Andheri,Apartment,3,1409,103.29,7330.73,2021,Semi-Furnished,15.0,21,3,8.0,2,4,2,Gated,All,North-East,Individual,Available,0.6818181818181818,96.0,4.6,5,1,186.96,1,2,14,0,0,1,2,2,0,1,0
191,Telangana,Karimnagar,HSR Layout,House,4,1858,175.76,9459.63,2014,Unfurnished,12.0,13,10,0.0,4,4,2,Gated,All,West,Agent,Available,0.8571428571428571,32.0,2.8,5,1,293.51,1,6,10,5,1,2,5,0,0,1,0
192,Gujarat,Surat,Gomti Nagar,Studio,2,701,25.03,3570.61,2010,Unfurnished,24.0,28,14,8.0,2,3,3,,All,East,Builder,Available,0.8275862068965517,96.0,4.2,5,1,44.51,1,1,20,4,3,2,0,1,0,3,0
193,West Bengal,Siliguri,Koramangala,House,1,304,16.2,5328.95,2022,Semi-Furnished,12.0,12,2,6.0,1,2,1,CCTV,Clubhouse,West,Agent,Available,0.9230769230769231,68.0,2.8999999999999995,2,1,27.18,1,7,19,9,1,1,5,0,0,0,1
194,Karnataka,Mysore,Koramangala,Apartment,5,1968,117.64,5977.64,2006,Semi-Furnished,8.0,14,18,8.0,6,1,3,Guard,All,South-West,Agent,Available,0.5333333333333333,128.0,4.6,5,1,212.93,1,2,14,9,0,1,4,0,0,2,0
195,Karnataka,Bangalore,Electronic City,Apartment,3,1107,176.54,15947.61,2017,Semi-Furnished,17.0,19,7,5.0,7,9,0,,Gym,North-East,Builder,Available,0.85,106.0,7.199999999999999,2,1,358.18,1,2,1,2,0,1,2,1,0,3,2
196,Rajasthan,Udaipur,Gachibowli,Apartment,3,1044,118.54,11354.41,2010,Fully Furnished,15.0,20,14,0.0,1,5,1,,All,North-East,Agent,Available,0.7142857142857143,8.0,2.3,5,1,193.53,1,4,21,3,0,0,2,0,0,3,0
197,Maharashtra,Nagpur,Jubilee Hills,Villa,2,859,93.78,10917.35,2021,Unfurnished,22.0,27,3,3.0,5,1,1,CCTV,Clubhouse,North,Individual,Sold,0.7857142857142857,70.0,2.8,2,0,156.61,0,3,15,7,4,2,1,2,1,0,1
198,Telangana,Karimnagar,Satellite,Apartment,4,1823,168.7,9253.98,2006,Semi-Furnished,11.0,18,18,2.0,5,9,2,,All,North-East,Builder,Available,0.5789473684210527,60.0,5.7,5,1,320.57,1,6,10,12,0,1,2,1,0,3,0
199,Delhi,Rohini,Satellite,Apartment,3,1364,139.27,10210.41,2019,Unfurnished,21.0,27,5,5.0,5,1,1,Guard,All,South,Agent,Available,0.75,90.0,3.4,5,1,238.94,1,0,18,12,0,2,3,0,0,2,0
200,Tamil Nadu,Coimbatore,Powai,Apartment,2,1068,52.53,4918.54,2008,Fully Furnished,21.0,29,16,7.0,2,9,2,Guard,Pool,North,Builder,Under Construction,0.7,86.0,6.3,3,0,102.48,1,5,3,10,0,0,1,1,2,2,4
201,Maharashtra,Mumbai,Banjara Hills,Apartment,3,1296,246.38,19010.8,2018,Semi-Furnished,6.0,14,6,9.0,0,7,0,Guard,All,North,Builder,Under Construction,0.4,90.0,5.5,5,0,464.07,1,3,13,1,0,1,1,1,2,2,0
202,Maharashtra,Mumbai,Gachibowli,House,1,458,54.51,11901.75,2021,Fully Furnished,15.0,24,3,5.0,3,9,3,Guard,Gym+Pool,North-East,Agent,Under Construction,0.6,74.0,6.0,4,0,104.95,1,3,13,3,1,0,2,0,2,2,3
203,Tamil Nadu,Coimbatore,Powai,Villa,3,1295,98.64,7616.99,2000,Unfurnished,20.0,29,24,7.0,1,3,3,,Gym+Pool,South-West,Builder,Available,0.6666666666666666,78.0,3.6,4,1,170.76,1,5,3,10,4,2,4,1,0,3,3
204,Rajasthan,Jaipur,Koramangala,Apartment,2,1082,111.8,10332.72,2004,Semi-Furnished,19.0,22,20,2.0,2,6,1,,Gym+Pool,East,Builder,Available,0.8260869565217391,36.0,3.6000000000000005,4,1,193.54,0,4,8,9,0,1,0,1,0,3,3
