ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
162,West Bengal,Kolkata,Gomti Nagar,Apartment,3,1345,83.23,6188.1,2000,Semi-Furnished,24.0,25,24,2.0,0,2,3,Gated,None,South,Agent,Available
163,West Bengal,Siliguri,Salt Lake,Apartment,1,560,59.79,10676.79,1999,Unfurnished,14.0,21,25,4.0,4,5,0,CCTV,Gym,East,Agent,Under Construction
164,Telangana,Karimnagar,Andheri,Villa,1,466,30.57,6560.09,2017,Unfurnished,8.0,11,7,1.0,7,3,3,None,Pool,North,Individual,Under Construction
165,West Bengal,Kolkata,Powai,Penthouse,3,1522,150.82,9909.33,1998,Semi-Furnished,23.0,31,26,6.0,3,2,2,CCTV,None,West,Individual,Under Construction
166,Maharashtra,Mumbai,Indiranagar,Apartment,3,1435,254.75,17752.61,1999,Fully Furnished,13.0,18,25,5.0,7,2,1,Guard,None,South-West,Builder,Available
167,Maharashtra,Pune,Whitefield,Apartment,3,1353,137.0,10125.65,2017,Unfurnished,15.0,16,7,7.0,3,6,0,Guard,All,South-West,Individual,Available
168,Maharashtra,Mumbai,Satellite,Villa,2,982,85.06,8661.91,2002,Semi-Furnished,6.0,10,22,2.0,0,8,0,Guard,All,North-East,Individual,Available
169,Maharashtra,Mumbai,Banjara Hills,Villa,3,1375,208.54,15166.55,1994,Unfurnished,23.0,27,30,1.0,2,6,0,CCTV,Gym,South,Individual,Available
170,Karnataka,Hubli,Thane,Apartment,5,2183,174.24,7981.68,1993,Unfurnished,14.0,15,31,0.0,6,4,1,CCTV,Pool,West,Builder,Available
171,Karnataka,Bangalore,Banjara Hills,Apartment,3,1186,216.07,18218.38,2004,Semi-Furnished,,25,20,5.0,5,6,1,Guard,None,South,Individual,Available
172,Gujarat,Ahmedabad,Jubilee Hills,Apartment,1,426,58.84,13812.21,2002,Semi-Furnished,17.0,23,22,8.0,7,4,2,Guard,All,East,Agent,Under Construction
173,Maharashtra,Pune,Andheri,Apartment,2,980,77.26,7883.67,2005,Fully Furnished,1.0,3,19,6.0,7,8,1,Guard,Gym+Pool,South-West,Builder,Under Construction
174,West Bengal,Howrah,Gomti Nagar,Penthouse,3,1463,155.09,10600.82,2017,Semi-Furnished,9.0,14,7,7.0,1,8,1,Gated,Clubhouse,East,Individual,Available
175,Delhi,New Delhi,Thane,Apartment,2,1011,159.67,15793.27,2018,Unfurnished,6.0,7,6,2.0,3,4,0,CCTV,Gym,East,Agent,Under Construction
176,Karnataka,Bangalore,Whitefield,Apartment,3,1322,160.25,12121.79,1990,Unfurnished,12.0,16,34,3.0,6,9,0,Gated,Gym,North,Individual,Sold
177,Telangana,Hyderabad,HSR Layout,Villa,3,1488,106.46,7154.57,1996,Semi-Furnished,7.0,12,28,4.0,5,4,2,Gated,Clubhouse,South,Individual,Under Construction
178,West Bengal,Siliguri,Gachibowli,Apartment,1,378,15.45,4087.3,2004,Fully Furnished,2.0,7,20,0.0,2,8,2,None,Pool,North-East,Builder,Under Construction
179,Delhi,Rohini,Banjara Hills,Penthouse,3,1264,48.28,3819.62,1995,Semi-Furnished,4.0,13,29,9.0,7,7,2,CCTV,Gym+Pool,North-East,Builder,Sold
180,Delhi,Dwarka,Andheri,House,3,1100,117.83,10711.82,2012,Unfurnished,17.0,22,12,8.0,7,3,1,None,None,East,Agent,Available
181,Telangana,Warangal,Salt Lake,Apartment,2,1124,41.31,3675.27,1998,Unfurnished,16.0,22,26,8.0,0,4,3,Gated,Gym,North,Individual,Under Construction
182,Rajasthan,Jaipur,Andheri,Apartment,5,2174,229.0,10533.58,2004,Fully Furnished,6.0,12,20,0.0,6,7,1,Gated,All,South-West,Individual,Available
183,Maharashtra,Mumbai,Gomti Nagar,Apartment,5,2315,354.3,15304.54,1990,Semi-Furnished,16.0,19,34,9.0,6,4,3,None,Clubhouse,,Individual,Available
184,West Bengal,Howrah,Electronic City,Villa,4,1916,82.94,4328.81,2013,Unfurnished,18.0,24,11,8.0,0,1,3,None,All,,Individual,Available
185,West Bengal,Howrah,Andheri,Studio,2,928,85.89,9255.39,2012,,1.0,9,12,5.0,2,9,0,None,Clubhouse,South-West,Builder,Under Construction
186,Tamil Nadu,Coimbatore,Whitefield,House,1,484,39.52,8165.29,2000,Fully Furnished,4.0,5,24,5.0,0,5,0,CCTV,Pool,North-East,Individual,Under Construction
187,West Bengal,Kolkata,Andheri,House,1,374,44.31,11847.59,2009,Fully Furnished,21.0,28,15,6.0,5,7,2,CCTV,Pool,North-East,Individual,Available
188,Maharashtra,Mumbai,Jubilee Hills,Apartment,3,1162,104.24,8970.74,1994,Unfurnished,8.0,13,30,1.0,1,4,0,CCTV,Pool,North,Individual,Available
189,Maharashtra,Nagpur,Banjara Hills,Apartment,3,1363,56.62,4154.07,2018,Semi-Furnished,14.0,20,6,3.0,2,9,1,CCTV,All,East,Builder,Under Construction
190,Karnataka,Mysore,Andheri,Apartment,3,1409,103.29,7330.73,2021,Semi-Furnished,15.0,21,3,8.0,2,4,2,Gated,,North-East,Individual,Available
191,Telangana,Karimnagar,HSR Layout,House,4,1858,175.76,9459.63,2014,Unfurnished,12.0,13,10,0.0,4,4,2,Gated,All,West,Agent,Available
192,Gujarat,Surat,Gomti Nagar,Studio,2,701,25.03,3570.61,2010,Unfurnished,24.0,28,14,8.0,2,3,3,None,All,East,Builder,Available
193,West Bengal,Siliguri,Koramangala,House,1,304,16.2,5328.95,2022,Semi-Furnished,,12,2,6.0,1,2,1,CCTV,Clubhouse,West,Agent,Available
194,Karnataka,Mysore,Koramangala,Apartment,5,1968,117.64,5977.64,2006,Semi-Furnished,8.0,14,18,8.0,6,1,3,Guard,All,South-West,Agent,Available
195,Karnataka,Bangalore,Electronic City,Apartment,3,1107,176.54,15947.61,2017,Semi-Furnished,17.0,19,7,5.0,7,9,0,None,Gym,North-East,Builder,Available
196,Rajasthan,Udaipur,Gachibowli,Apartment,3,1044,118.54,11354.41,2010,Fully Furnished,15.0,20,14,0.0,1,5,1,None,All,North-East,Agent,Available
197,Maharashtra,Nagpur,Jubilee Hills,Villa,2,859,93.78,10917.35,2021,Unfurnished,22.0,27,3,3.0,5,1,1,CCTV,Clubhouse,North,Individual,Sold
198,Telangana,Karimnagar,Satellite,Apartment,4,1823,168.7,9253.98,2006,Semi-Furnished,11.0,18,18,2.0,5,9,2,None,None,North-East,Builder,Available
199,Delhi,Rohini,Satellite,Apartment,3,1364,139.27,10210.41,2019,Unfurnished,21.0,27,5,,5,1,1,Guard,,South,Agent,Available
200,Tamil Nadu,Coimbatore,Powai,Apartment,2,1068,52.53,4918.54,2008,Fully Furnished,21.0,29,16,7.0,2,9,2,Guard,Pool,North,Builder,Under Construction
201,Maharashtra,Mumbai,Banjara Hills,Apartment,3,1296,246.38,19010.8,2018,Semi-Furnished,6.0,14,6,9.0,0,7,0,Guard,All,North,Builder,Under Construction
202,Maharashtra,Mumbai,Gachibowli,House,1,458,54.51,11901.75,2021,Fully Furnished,15.0,24,3,5.0,3,9,3,Guard,Gym+Pool,North-East,Agent,Under Construction
203,Tamil Nadu,Coimbatore,Powai,Villa,3,1295,98.64,7616.99,2000,Unfurnished,20.0,29,24,7.0,1,3,3,None,Gym+Pool,South-West,Builder,Available
204,Rajasthan,Jaipur,Koramangala,Apartment,2,1082,111.8,10332.72,2004,Semi-Furnished,19.0,22,20,2.0,2,6,1,None,Gym+Pool,East,Builder,Available
205,Tamil Nadu,Coimbatore,Kondapur,House,1,547,41.65,7614.26,2017,Semi-Furnished,1.0,9,7,8.0,3,8,0,None,Pool,North-East,Builder,Available
206,Delhi,New Delhi,Andheri,House,3,1179,160.17,13585.24,1998,Semi-Furnished,5.0,6,26,6.0,6,3,0,CCTV,Pool,West,Agent,Available
207,Delhi,Dwarka,Thane,House,2,805,44.7,5552.8,1991,Semi-Furnished,11.0,12,33,9.0,1,2,3,CCTV,None,South,Agent,Available
208,Maharashtra,Nagpur,Andheri,Studio,3,1198,74.98,6258.76,2021,Fully Furnished,20.0,24,3,6.0,5,7,0,None,Gym+Pool,West,Builder,Sold
209,Karnataka,Bangalore,Whitefield,Apartment,3,1402,87.74,6258.2,1995,Semi-Furnished,24.0,32,29,7.0,7,7,3,CCTV,All,South,Agent,Available
210,West Bengal,Howrah,HSR Layout,Studio,2,665,65.57,9860.15,2021,Unfurnished,9.0,12,3,2.0,6,1,2,CCTV,Gym+Pool,East,Agent,Available
211,West Bengal,Kolkata,Andheri,Apartment,1,485,29.71,6125.77,2004,Semi-Furnished,10.0,13,20,2.0,7,5,0,Guard,Clubhouse,East,Builder,Sold
212,Tamil Nadu,Coimbatore,Electronic City,Apartment,3,1422,118.6,8340.37,2012,Unfurnished,23.0,25,12,6.0,3,5,2,CCTV,Gym,East,Builder,Available
213,Karnataka,Mysore,Powai,Villa,5,2184,236.77,10841.12,2012,Semi-Furnished,10.0,15,12,4.0,6,9,2,Gated,Gym+Pool,North,Individual,Under Construction
214,Maharashtra,Nagpur,Jubilee Hills,House,3,1508,138.37,9175.73,2018,Unfurnished,13.0,15,6,3.0,1,1,2,CCTV,Clubhouse,West,Builder,Under Construction
215,Delhi,Dwarka,Gachibowli,Penthouse,3,1416,59.02,4168.08,2000,Semi-Furnished,7.0,15,24,5.0,3,8,0,Guard,None,South-West,Agent,Under Construction
216,Gujarat,Vadodara,Satellite,Villa,5,2406,223.98,9309.23,2016,Unfurnished,20.0,27,8,7.0,7,9,2,Guard,Gym,North-East,Agent,Under Construction
217,West Bengal,Siliguri,Kondapur,House,2,776,53.28,6865.98,2006,Unfurnished,9.0,12,18,1.0,1,7,3,CCTV,Gym+Pool,East,Builder,Available
218,Rajasthan,Jaipur,Whitefield,Studio,4,1509,176.94,11725.65,2012,Semi-Furnished,7.0,15,12,7.0,3,7,3,CCTV,None,North-East,Individual,Sold
219,Delhi,Rohini,Banjara Hills,Apartment,4,1512,125.33,8289.02,2021,Unfurnished,4.0,10,3,9.0,7,8,2,Guard,Pool,West,Builder,Available
220,Maharashtra,Nagpur,Electronic City,Apartment,2,877,44.91,5120.87,2014,Fully Furnished,,17,10,2.0,3,8,0,None,Pool,North-East,Agent,Sold
221,Tamil Nadu,Chennai,Banjara Hills,Apartment,3,1626,153.05,9412.67,2007,Unfurnished,15.0,22,17,6.0,3,9,3,CCTV,Clubhouse,North-East,Agent,Under Construction
222,Telangana,Hyderabad,Indiranagar,Apartment,3,1438,123.62,8596.66,2014,Fully Furnished,12.0,18,10,5.0,7,5,1,CCTV,All,East,Individual,Under Construction
223,Gujarat,Vadodara,Jubilee Hills,Apartment,4,1754,170.15,9700.68,2018,Unfurnished,,8,6,8.0,6,9,2,None,All,South,Builder,Under Construction
224,Telangana,Karimnagar,Electronic City,House,3,1460,144.21,9877.4,2022,Fully Furnished,0.0,1,2,7.0,1,8,1,Guard,Clubhouse,South-West,Builder,Sold
225,Telangana,Karimnagar,Salt Lake,Apartment,4,1793,128.29,7155.05,2006,Unfurnished,6.0,8,18,1.0,4,5,1,Gated,Gym+Pool,North,Builder,Under Construction
226,Karnataka,Hubli,Salt Lake,Apartment,1,300,24.55,8183.33,1998,Unfurnished,21.0,22,26,2.0,2,2,3,Gated,Clubhouse,West,Builder,Available
227,Gujarat,Ahmedabad,HSR Layout,House,2,819,88.32,10783.88,2018,Semi-Furnished,,25,6,7.0,6,8,1,CCTV,Gym,South-West,Individual,Under Construction
228,Maharashtra,Nagpur,Andheri,Apartment,1,503,58.71,11671.97,2008,Unfurnished,6.0,7,16,5.0,2,8,1,None,None,South-West,Agent,Sold
229,Karnataka,Bangalore,HSR Layout,Apartment,3,1420,138.99,9788.03,2008,Semi-Furnished,2.0,10,16,7.0,2,1,1,None,Pool,North,Agent,Available
230,Delhi,Dwarka,Indiranagar,Apartment,2,1192,113.67,9536.07,2020,Unfurnished,23.0,30,4,8.0,6,2,2,None,Pool,South-West,Individual,Sold
231,Tamil Nadu,Madurai,Jubilee Hills,House,4,1895,132.56,6995.25,2012,Semi-Furnished,17.0,21,12,6.0,3,7,3,Guard,Pool,North,Builder,Under Construction
232,Telangana,Hyderabad,Whitefield,House,2,732,111.71,15260.93,2004,Semi-Furnished,13.0,17,20,8.0,4,8,0,Guard,Gym+Pool,South-West,Agent,Available
233,Tamil Nadu,Coimbatore,Salt Lake,House,3,1459,100.61,6895.82,2014,Semi-Furnished,19.0,20,10,7.0,6,5,1,Gated,All,North-East,Individual,Sold
234,Maharashtra,Nagpur,Banjara Hills,House,1,493,44.86,9099.39,2017,Semi-Furnished,11.0,18,7,9.0,4,8,2,Gated,Pool,North-East,Agent,Sold
235,Telangana,Karimnagar,Banjara Hills,Apartment,1,387,21.0,5426.36,1990,Fully Furnished,0.0,9,34,9.0,5,5,2,CCTV,Gym,South-West,Agent,Under Construction
236,Maharashtra,Pune,Electronic City,Apartment,4,2083,173.69,8338.45,2003,Semi-Furnished,14.0,22,21,5.0,4,1,2,CCTV,Gym,East,Individual,Under Construction
237,Rajasthan,Jaipur,Banjara Hills,Apartment,3,1177,106.87,9079.86,2007,Unfurnished,3.0,4,17,8.0,5,7,3,Guard,Gym,East,Agent,Available
238,Tamil Nadu,Madurai,Whitefield,Villa,3,1303,137.94,10586.34,2013,Fully Furnished,16.0,23,11,1.0,0,3,3,None,None,South-West,Builder,Under Construction
239,Delhi,Rohini,Indiranagar,Penthouse,2,914,87.16,9536.11,1992,Unfurnished,21.0,29,32,7.0,6,9,2,Gated,Clubhouse,West,Agent,Under Construction
240,Gujarat,Surat,Gomti Nagar,Villa,3,1122,80.13,7141.71,2012,Fully Furnished,,10,12,7.0,1,4,0,None,Gym,South,Agent,Available
241,Telangana,Warangal,Whitefield,Apartment,4,1987,189.94,9559.13,2021,Fully Furnished,3.0,7,3,0.0,0,3,0,CCTV,Clubhouse,South-West,Builder,Available
242,Telangana,Karimnagar,Electronic City,Apartment,3,1383,125.93,9105.57,2022,Semi-Furnished,17.0,18,2,8.0,0,7,1,CCTV,Gym,North-East,Individual,Available
243,Delhi,Dwarka,Thane,Villa,3,1448,135.66,9368.78,2019,Semi-Furnished,22.0,31,5,8.0,5,3,3,Gated,None,South,Individual,Available
244,Telangana,Karimnagar,Satellite,Apartment,2,1030,60.36,5860.19,2007,Fully Furnished,21.0,22,17,2.0,1,3,0,Guard,,South-West,Agent,Available
245,Delhi,New Delhi,Whitefield,Studio,3,1492,151.82,10175.6,2001,Unfurnished,12.0,13,23,0.0,7,4,0,Gated,Gym+Pool,South,Individual,Available
246,Telangana,Warangal,Satellite,Apartment,4,1646,64.79,3936.21,2018,Unfurnished,,6,6,3.0,2,5,3,Guard,Gym+Pool,West,Builder,Under Construction
247,Karnataka,Mysore,Banjara Hills,Apartment,1,685,35.24,5144.53,2018,,3.0,9,6,3.0,3,4,0,Guard,Gym,East,Builder,Sold
248,Delhi,New Delhi,Whitefield,Apartment,1,321,45.69,14233.64,2011,Fully Furnished,3.0,5,13,9.0,0,7,3,Gated,All,South-West,Individual,Under Construction
249,Rajasthan,Udaipur,Kondapur,Apartment,3,1119,70.58,6307.42,2006,Unfurnished,15.0,22,18,4.0,6,8,0,CCTV,Gym+Pool,North-East,Agent,Available
250,Rajasthan,Jaipur,Koramangala,Apartment,2,617,55.79,9042.14,1996,Unfurnished,,9,28,3.0,3,3,1,None,Clubhouse,South,Builder,Under Construction
251,Karnataka,Hubli,Koramangala,Studio,4,1649,60.29,3656.16,1999,Semi-Furnished,9.0,17,25,0.0,4,8,0,Gated,Gym+Pool,North-East,Builder,Available
252,Karnataka,Hubli,HSR Layout,House,2,848,64.17,7567.22,1991,Unfurnished,,19,33,8.0,3,9,1,CCTV,Gym,South,Agent,Available
253,Tamil Nadu,Coimbatore,HSR Layout,Villa,4,1988,169.62,8532.19,2009,Unfurnished,6.0,14,15,4.0,1,5,1,None,None,South,Agent,Available
254,Delhi,New Delhi,Whitefield,House,4,1737,332.75,19156.59,2021,Unfurnished,0.0,4,3,3.0,1,6,2,None,All,North-East,Individual,Available
255,West Bengal,Siliguri,Gachibowli,Apartment,1,544,57.76,10617.65,1996,Unfurnished,13.0,14,28,,5,2,0,CCTV,Clubhouse,West,Builder,Available
256,Maharashtra,Mumbai,Kondapur,Apartment,3,1393,89.25,6407.04,2021,Unfurnished,7.0,11,3,,4,9,0,Gated,Gym+Pool,North,Individual,Under Construction
257,Tamil Nadu,Chennai,Jubilee Hills,Apartment,2,895,90.6,10122.91,2009,Semi-Furnished,13.0,16,15,0.0,6,5,2,Gated,Clubhouse,South,Builder,Under Construction
258,Maharashtra,Nagpur,Indiranagar,Apartment,3,1391,130.67,9393.96,2009,Fully Furnished,8.0,15,15,3.0,2,6,2,Gated,None,North-East,Agent,Under Construction
259,Delhi,Rohini,Salt Lake,House,2,942,74.89,7950.11,2015,Unfurnished,22.0,31,9,3.0,7,3,3,Guard,Pool,West,Builder,Available
260,Karnataka,Hubli,HSR Layout,Apartment,3,1124,105.2,9359.43,2017,Fully Furnished,0.0,3,7,7.0,7,4,1,None,,East,Agent,Sold
261,Gujarat,Surat,Indiranagar,Apartment,4,1646,152.14,9243.01,2000,Unfurnished,16.0,23,24,9.0,2,6,0,CCTV,Gym,South,Builder,Sold
262,Gujarat,Ahmedabad,Andheri,Apartment,2,1084,50.1,4621.77,1992,Semi-Furnished,15.0,19,32,7.0,0,3,1,CCTV,Gym,North-East,Builder,Under Construction
263,Karnataka,Hubli,Gomti Nagar,Apartment,2,814,64.83,7964.37,2016,Unfurnished,19.0,20,8,0.0,3,5,3,None,Gym,North,Builder,Under Construction
264,Rajasthan,Jodhpur,Banjara Hills,Penthouse,3,1235,79.49,6436.44,2008,Unfurnished,3.0,5,16,3.0,2,9,1,Guard,,North-East,Individual,Available
265,Telangana,Hyderabad,Satellite,Studio,4,1980,127.37,6432.83,2001,Unfurnished,3.0,5,23,9.0,4,7,0,CCTV,None,South,Agent,Available
266,Delhi,Dwarka,Andheri,Villa,3,1397,160.03,11455.26,2022,Fully Furnished,9.0,14,2,5.0,5,7,0,CCTV,All,West,Agent,Available
267,Rajasthan,Jodhpur,Whitefield,Apartment,2,866,64.12,7404.16,2022,Fully Furnished,11.0,15,2,1.0,3,1,1,CCTV,Gym,South-West,Individual,Sold
268,Rajasthan,Jaipur,Salt Lake,Apartment,5,2210,179.0,8099.55,2017,Fully Furnished,18.0,25,7,0.0,0,6,3,CCTV,Clubhouse,North-East,Agent,Available
269,Rajasthan,Jodhpur,Kondapur,Villa,1,514,28.66,5575.88,1995,Fully Furnished,11.0,17,29,2.0,2,8,3,Guard,All,West,Builder,Available
270,West Bengal,Siliguri,Thane,Studio,2,804,45.78,5694.03,1996,Semi-Furnished,14.0,21,28,5.0,1,9,1,None,None,North-East,Builder,Available
271,West Bengal,Kolkata,Powai,Studio,5,2346,217.82,9284.74,2012,Fully Furnished,10.0,16,12,4.0,2,9,1,None,Gym,East,Builder,Available
272,Delhi,Rohini,Jubilee Hills,Apartment,3,1461,102.73,7031.49,2009,Semi-Furnished,0.0,4,15,8.0,1,3,1,None,None,South-West,Builder,Available
273,Karnataka,Hubli,Banjara Hills,House,3,1472,60.62,4118.21,2000,Unfurnished,18.0,21,24,6.0,4,6,0,CCTV,None,North,Builder,Under Construction
274,Tamil Nadu,Coimbatore,Indiranagar,House,3,1342,112.94,8415.8,2008,Semi-Furnished,19.0,20,16,4.0,1,3,1,CCTV,None,South-West,Builder,Available
275,West Bengal,Siliguri,Indiranagar,Studio,1,526,37.82,7190.11,2010,Semi-Furnished,24.0,33,14,,5,7,2,Gated,Clubhouse,East,Builder,Under Construction
276,Karnataka,Hubli,Kondapur,Apartment,3,1594,130.78,8204.52,2007,Unfurnished,23.0,26,17,7.0,2,7,1,Gated,Gym,East,Individual,Under Construction
277,Rajasthan,Jaipur,Electronic City,Villa,2,621,69.87,11251.21,2017,,16.0,25,7,,0,2,0,Guard,,North,Individual,Available
278,Karnataka,Hubli,Satellite,Villa,1,359,13.51,3763.23,2013,Semi-Furnished,12.0,15,11,0.0,3,9,0,CCTV,All,South-West,Builder,Sold
279,Tamil Nadu,Madurai,Andheri,Villa,2,775,37.97,4899.35,2005,Semi-Furnished,11.0,19,19,6.0,1,2,0,Gated,Clubhouse,South-West,Builder,Available
280,Rajasthan,Udaipur,Electronic City,House,3,1174,98.87,8421.64,2013,Semi-Furnished,19.0,28,11,3.0,6,8,0,Guard,Gym,,Agent,Available
281,Delhi,New Delhi,Satellite,House,4,1809,110.47,6106.69,2020,Unfurnished,8.0,16,4,2.0,7,9,1,None,All,East,Agent,Available
282,Delhi,New Delhi,Electronic City,Penthouse,1,461,59.39,12882.86,2012,Semi-Furnished,6.0,14,12,6.0,4,7,0,Guard,Pool,East,Agent,Available
283,Delhi,Rohini,Koramangala,Apartment,5,2538,245.47,9671.79,1992,Semi-Furnished,2.0,4,32,5.0,3,5,2,None,Gym,West,Individual,Available
284,Delhi,Rohini,Powai,Apartment,4,1642,77.45,4716.81,2008,Unfurnished,5.0,9,16,6.0,5,3,0,None,Gym+Pool,South-West,Individual,Available
285,Tamil Nadu,Coimbatore,Koramangala,Apartment,4,1861,88.34,4746.91,2013,Semi-Furnished,17.0,24,11,5.0,4,9,2,CCTV,Gym+Pool,East,Builder,Available
286,Tamil Nadu,Madurai,Gomti Nagar,Apartment,3,1432,60.38,4216.48,2019,Fully Furnished,7.0,10,5,3.0,7,6,2,None,None,North-East,Builder,Under Construction
287,Delhi,Rohini,HSR Layout,Villa,2,890,45.87,5153.93,2000,Semi-Furnished,9.0,14,24,0.0,1,4,0,None,Clubhouse,North,Builder,Under Construction
288,Delhi,Rohini,Gachibowli,Apartment,3,1343,127.56,9498.14,2020,Semi-Furnished,16.0,24,4,3.0,6,2,1,Guard,Pool,South,Individual,Sold
289,Delhi,Rohini,Jubilee Hills,House,3,1359,162.56,11961.74,2002,Semi-Furnished,0.0,2,22,8.0,4,2,1,Gated,None,North-East,Individual,Available
290,Gujarat,Vadodara,Gomti Nagar,Apartment,3,1402,152.65,10888.02,2019,Fully Furnished,19.0,24,5,4.0,5,3,0,None,Pool,South,Builder,Available
291,Rajasthan,Jodhpur,Whitefield,Villa,2,1018,65.48,6432.22,1998,Fully Furnished,4.0,13,26,1.0,0,4,1,Guard,None,South-West,Agent,Under Construction
292,Maharashtra,Pune,Satellite,Penthouse,3,1331,69.3,5206.61,2007,Fully Furnished,10.0,11,17,9.0,0,7,3,CCTV,Gym,South-West,Individual,Available
293,Telangana,Warangal,Gomti Nagar,Apartment,3,1365,147.72,10821.98,2012,Fully Furnished,21.0,24,12,9.0,1,4,2,CCTV,Pool,South,Agent,Under Construction
294,Maharashtra,Pune,Koramangala,Penthouse,1,756,79.3,10489.42,2001,Fully Furnished,9.0,12,23,7.0,2,6,3,Gated,Gym,East,Individual,Available
295,West Bengal,Siliguri,Satellite,Apartment,3,1251,83.86,6703.44,2011,,10.0,14,13,2.0,0,2,0,CCTV,Gym,South,Individual,Available
296,Rajasthan,Jodhpur,Jubilee Hills,Apartment,3,1100,50.08,4552.73,1990,Semi-Furnished,19.0,24,34,5.0,4,1,2,Gated,None,North-East,Agent,Available
297,West Bengal,Howrah,Indiranagar,House,5,2225,131.62,5915.51,2004,Unfurnished,1.0,5,20,6.0,7,3,1,CCTV,Gym,North-East,Builder,Under Construction
298,Delhi,New Delhi,Gomti Nagar,Apartment,3,1381,199.46,14443.16,2022,Fully Furnished,22.0,29,2,9.0,4,7,2,Guard,,South,Builder,Under Construction
299,Maharashtra,Mumbai,Thane,Villa,4,2157,251.0,11636.53,2004,Fully Furnished,2.0,9,20,1.0,0,9,0,Guard,Gym,East,Agent,Under Construction
300,Maharashtra,Mumbai,Gachibowli,House,4,1824,273.7,15005.48,2019,Semi-Furnished,3.0,8,5,0.0,0,3,2,Gated,None,East,Builder,Under Construction
301,Tamil Nadu,Chennai,Gachibowli,Apartment,3,1399,103.96,7431.02,2011,Unfurnished,0.0,9,13,,7,5,1,Gated,Gym,South-West,Individual,Available
302,Karnataka,Bangalore,Indiranagar,Apartment,2,548,86.05,15702.55,2019,Semi-Furnished,7.0,12,5,4.0,1,7,0,None,All,North-East,Agent,Under Construction
303,Telangana,Warangal,Koramangala,Apartment,4,1857,181.47,9772.21,1998,Semi-Furnished,12.0,17,26,6.0,2,4,1,None,All,South,Individual,Under Construction
304,Tamil Nadu,Coimbatore,Koramangala,Penthouse,3,1329,132.61,9978.18,1992,Fully Furnished,10.0,11,32,,1,3,3,None,All,,Builder,Available
305,Gujarat,Surat,Koramangala,Apartment,3,1266,124.91,9866.51,2017,Fully Furnished,5.0,9,7,6.0,0,7,0,None,All,North-East,Individual,Available
306,Karnataka,Hubli,Banjara Hills,Apartment,3,1640,182.57,11132.32,2022,,12.0,20,2,1.0,3,5,3,Gated,Gym,South,Individual,Available
307,Gujarat,Surat,Whitefield,Penthouse,5,2536,273.18,10772.08,2003,Fully Furnished,15.0,18,21,1.0,3,6,0,CCTV,None,South-West,Individual,Under Construction
308,Telangana,Karimnagar,Jubilee Hills,Apartment,4,1789,114.32,6390.16,2016,Unfurnished,20.0,25,8,6.0,2,5,2,Gated,Gym,East,Individual,Under Construction
309,Rajasthan,Udaipur,Thane,Apartment,3,1452,137.75,9486.91,2013,Unfurnished,2.0,9,11,6.0,5,6,3,Gated,Clubhouse,South,Individual,Under Construction
310,Gujarat,Vadodara,Andheri,Apartment,1,525,26.17,4984.76,2010,Fully Furnished,21.0,30,14,3.0,1,5,2,Gated,Clubhouse,North,Builder,Available
311,Tamil Nadu,Madurai,Powai,Villa,3,1041,82.39,7914.51,1999,Unfurnished,20.0,24,25,7.0,3,6,1,None,Gym,North-East,Individual,Available
312,Maharashtra,Pune,Gomti Nagar,House,4,1853,143.93,7767.4,1995,Unfurnished,16.0,19,29,1.0,5,8,2,CCTV,Gym,North-East,Builder,Under Construction
313,Tamil Nadu,Coimbatore,Jubilee Hills,House,3,1457,97.81,6713.11,2015,Fully Furnished,24.0,31,9,1.0,0,4,3,Gated,All,North-East,Builder,Available
314,Karnataka,Mysore,Kondapur,Apartment,1,369,27.0,7317.07,2007,Semi-Furnished,13.0,21,17,7.0,4,5,1,None,Gym,,Agent,Sold
315,Rajasthan,Jaipur,Jubilee Hills,Villa,4,1628,84.86,5212.53,2005,Unfurnished,0.0,8,19,1.0,4,9,3,Guard,All,North-East,Individual,Available
316,Tamil Nadu,Coimbatore,Jubilee Hills,Villa,3,1501,65.24,4346.44,2000,Semi-Furnished,11.0,13,24,4.0,5,2,2,Guard,None,South,Agent,Available
317,Delhi,New Delhi,Kondapur,Penthouse,3,1387,93.14,6715.21,1996,Unfurnished,7.0,10,28,3.0,4,6,0,Gated,,West,Builder,Available
318,West Bengal,Kolkata,Thane,Apartment,4,1921,100.87,5250.91,2005,Semi-Furnished,3.0,11,19,4.0,1,9,3,Gated,Gym+Pool,North-East,Individual,Available
319,Telangana,Warangal,Whitefield,Apartment,4,1635,187.61,11474.62,1993,Fully Furnished,20.0,21,31,6.0,7,9,3,CCTV,All,East,Individual,Under Construction
320,Telangana,Karimnagar,Gomti Nagar,Apartment,2,1113,131.95,11855.35,2007,Unfurnished,15.0,23,17,,0,7,3,CCTV,Clubhouse,North-East,Builder,Sold
321,Tamil Nadu,Coimbatore,Kondapur,House,2,855,39.62,4633.92,2004,Semi-Furnished,9.0,13,20,4.0,1,1,2,Guard,None,North,Individual,Available
